,Administrative,Administrative_Duration,Informational,Informational_Duration,ProductRelated,ProductRelated_Duration,BounceRates,ExitRates,PageValues,SpecialDay,OperatingSystems,Browser,Region,TrafficType,VisitorType,Weekend,Revenue,Total_Pages,Total_Duration,Month_sin,Month_cos,Duration per Page Administrative,Duration per Page Informational,Duration per Page ProductRelated
3273,0,0.0,0,0.0,11,297.25,0.0,0.022222222,0.0,0.0,2,2,3,1,2,0,0,11,297.25,0.49999999999999994,-0.8660254037844387,,,27.022727272727273
3274,0,0.0,0,0.0,27,352.0833333,0.014814815,0.022222222,0.0,0.0,3,2,3,3,2,0,0,27,352.0833333,0.49999999999999994,-0.8660254037844387,,,13.040123455555555
3275,0,0.0,0,0.0,4,26.0,0.0,0.05,0.0,0.0,4,1,1,1,2,0,0,4,26.0,0.49999999999999994,-0.8660254037844387,,,6.5
3276,1,27.0,0,0.0,15,1486.666667,0.0,0.013809524,0.0,0.0,1,1,1,1,2,1,0,16,1513.666667,0.49999999999999994,-0.8660254037844387,27.0,,99.11111113333332
3277,5,162.5,1,11.0,82,1164.099635,0.010714286,0.01668402,0.0,0.0,3,2,7,2,2,0,0,88,1337.599635,0.49999999999999994,-0.8660254037844387,32.5,11.0,14.196337012195123
3278,0,0.0,0,0.0,18,1360.5,0.016666667,0.040740741,0.0,0.6,2,2,6,3,2,0,0,18,1360.5,0.49999999999999994,-0.8660254037844387,,,75.58333333333333
3279,0,0.0,0,0.0,6,156.0,0.0,0.016666667,0.0,0.2,2,2,5,1,2,0,0,6,156.0,0.49999999999999994,-0.8660254037844387,,,26.0
3280,3,204.75,0,0.0,46,1942.933333,0.010119048,0.013333333,0.0,0.0,1,1,1,4,2,0,0,49,2147.683333,0.49999999999999994,-0.8660254037844387,68.25,,42.23768115217391
3282,0,0.0,0,0.0,10,133.8333333,0.0,0.020779221,0.0,0.4,3,2,4,13,2,0,0,10,133.8333333,0.49999999999999994,-0.8660254037844387,,,13.38333333
3283,0,0.0,0,0.0,5,36.0,0.066666667,0.1,0.0,0.0,2,5,3,6,2,0,0,5,36.0,0.49999999999999994,-0.8660254037844387,,,7.2
3284,2,32.0,0,0.0,30,1407.5,0.006451613,0.02516129,15.51193548,0.0,2,2,1,13,2,0,1,32,1439.5,0.49999999999999994,-0.8660254037844387,16.0,,46.916666666666664
3285,0,0.0,0,0.0,1,0.0,0.2,0.2,0.0,0.0,3,2,9,13,2,0,0,1,0.0,0.49999999999999994,-0.8660254037844387,,,0.0
3286,3,112.0,0,0.0,20,1187.5,0.0,0.016666667,26.8752,0.0,2,2,1,4,2,0,0,23,1299.5,0.49999999999999994,-0.8660254037844387,37.333333333333336,,59.375
3287,0,0.0,0,0.0,40,1090.566667,0.018392857,0.041198413,0.0,0.0,2,4,1,6,2,0,0,40,1090.566667,0.49999999999999994,-0.8660254037844387,,,27.264166675000002
3288,1,0.0,0,0.0,1,0.0,0.2,0.2,0.0,0.4,1,1,1,2,2,0,0,2,0.0,0.49999999999999994,-0.8660254037844387,0.0,,0.0
3289,6,91.5,0,0.0,9,115.5,0.018181818,0.018181818,0.0,0.0,3,2,9,3,2,1,0,15,207.0,0.49999999999999994,-0.8660254037844387,15.25,,12.833333333333334
3290,0,0.0,0,0.0,8,463.0,0.0,0.025,0.0,0.0,2,2,3,2,2,0,0,8,463.0,0.49999999999999994,-0.8660254037844387,,,57.875
3291,5,423.5,2,111.5,6,91.5,0.05,0.055555556,0.0,0.2,2,2,4,6,2,0,0,13,626.5,0.49999999999999994,-0.8660254037844387,84.7,55.75,15.25
3292,0,0.0,0,0.0,42,840.8333333,0.0,0.019047619,0.0,0.0,2,2,2,3,2,0,0,42,840.8333333,0.49999999999999994,-0.8660254037844387,,,20.01984126904762
3293,9,174.475,0,0.0,43,895.9731685,0.0,0.009929078,30.66624113,0.0,1,2,6,2,2,0,1,52,1070.4481685,0.49999999999999994,-0.8660254037844387,19.38611111111111,,20.83658531395349
3294,0,0.0,0,0.0,7,76.5,0.007142857,0.066190476,0.0,0.0,3,2,1,1,2,0,0,7,76.5,0.49999999999999994,-0.8660254037844387,,,10.928571428571429
3295,0,0.0,0,0.0,7,104.3333333,0.085714286,0.092857143,0.0,0.8,3,2,6,13,2,0,0,7,104.3333333,0.49999999999999994,-0.8660254037844387,,,14.9047619
3296,1,9.0,5,86.0,26,466.5,0.0,0.006666667,0.0,0.0,2,2,1,4,2,0,0,32,561.5,0.49999999999999994,-0.8660254037844387,9.0,17.2,17.942307692307693
3297,1,26.0,0,0.0,11,345.1666667,0.022222222,0.008888889,0.0,0.0,1,1,4,3,2,0,0,12,371.1666667,0.49999999999999994,-0.8660254037844387,26.0,,31.378787881818184
3298,0,0.0,0,0.0,8,203.0,0.0125,0.0375,0.0,0.0,2,2,5,2,2,1,0,8,203.0,0.49999999999999994,-0.8660254037844387,,,25.375
3299,0,0.0,0,0.0,20,869.8,0.011111111,0.033333333,0.0,0.0,3,2,4,2,2,1,0,20,869.8,0.49999999999999994,-0.8660254037844387,,,43.489999999999995
3300,1,41.0,0,0.0,6,68.5,0.0,0.033333333,0.0,0.4,1,1,1,2,2,0,0,7,109.5,0.49999999999999994,-0.8660254037844387,41.0,,11.416666666666666
3301,0,0.0,0,0.0,57,980.8333333,0.007142857,0.044642857,0.0,0.8,2,2,3,11,2,0,0,57,980.8333333,0.49999999999999994,-0.8660254037844387,,,17.20760233859649
3302,0,0.0,0,0.0,45,1438.722222,0.004545455,0.027727273,0.0,0.8,4,2,3,4,2,0,0,45,1438.722222,0.49999999999999994,-0.8660254037844387,,,31.971604933333335
3303,3,40.0,0,0.0,10,423.6666667,0.0,0.018181818,0.0,0.0,4,2,1,11,2,1,0,13,463.6666667,0.49999999999999994,-0.8660254037844387,13.333333333333334,,42.36666667
3304,0,0.0,0,0.0,8,185.5,0.025,0.0375,0.0,0.0,1,1,3,2,2,1,0,8,185.5,0.49999999999999994,-0.8660254037844387,,,23.1875
3305,0,0.0,0,0.0,5,74.0,0.0,0.08,0.0,0.8,2,2,1,13,2,0,0,5,74.0,0.49999999999999994,-0.8660254037844387,,,14.8
3306,0,0.0,0,0.0,13,421.1666667,0.0,0.028205128,0.0,0.8,1,1,1,2,2,0,0,13,421.1666667,0.49999999999999994,-0.8660254037844387,,,32.3974359
3307,0,0.0,0,0.0,7,578.2,0.0,0.033333333,58.488,0.0,2,5,3,6,2,1,1,7,578.2,0.49999999999999994,-0.8660254037844387,,,82.60000000000001
3308,12,418.3333333,2,85.0,127,6931.049725,0.004347826,0.015855776,2.321101087,1.0,2,2,5,6,2,1,0,141,7434.3830583,0.49999999999999994,-0.8660254037844387,34.86111110833333,42.5,54.57519468503937
3309,1,88.0,0,0.0,11,522.6666667,0.0,0.022222222,0.0,0.0,3,3,1,4,2,0,0,12,610.6666667,0.49999999999999994,-0.8660254037844387,88.0,,47.51515151818182
3310,2,86.0,0,0.0,36,1720.416667,0.0,0.00995086,0.0,0.2,2,10,4,1,2,0,0,38,1806.416667,0.49999999999999994,-0.8660254037844387,43.0,,47.78935186111111
3311,0,0.0,0,0.0,22,2464.9,0.003030303,0.051515152,0.0,0.8,2,2,6,1,2,0,0,22,2464.9,0.49999999999999994,-0.8660254037844387,,,112.0409090909091
3312,0,0.0,0,0.0,8,240.0,0.0,0.028571429,58.788,0.2,2,2,3,2,0,0,1,8,240.0,0.49999999999999994,-0.8660254037844387,,,30.0
3313,1,5.0,2,134.0,101,5459.967105,0.038654646,0.064680923,0.0,0.2,1,1,1,6,2,0,0,104,5598.967105,0.49999999999999994,-0.8660254037844387,5.0,67.0,54.05908024752475
3314,0,0.0,2,15.0,15,328.4166667,0.0,0.037647059,0.0,0.0,2,2,1,4,2,1,0,17,343.4166667,0.49999999999999994,-0.8660254037844387,,7.5,21.894444446666668
3315,3,249.0,0,0.0,8,1046.5,0.04,0.04,0.0,0.0,1,1,6,4,0,1,0,11,1295.5,0.49999999999999994,-0.8660254037844387,83.0,,130.8125
3316,1,20.0,0,0.0,8,268.0,0.0,0.025925926,0.0,0.0,3,2,1,4,2,0,0,9,288.0,0.49999999999999994,-0.8660254037844387,20.0,,33.5
3317,0,0.0,0,0.0,14,354.25,0.0,0.015384615,86.10868901679969,0.0,1,1,6,5,0,0,1,14,354.25,0.49999999999999994,-0.8660254037844387,,,25.303571428571427
3318,3,100.0,0,0.0,8,127.6666667,0.0,0.005,0.0,0.0,3,2,4,2,2,0,0,11,227.6666667,0.49999999999999994,-0.8660254037844387,33.333333333333336,,15.9583333375
3319,0,0.0,0,0.0,3,15.0,0.066666667,0.133333333,0.0,0.4,2,2,4,1,2,0,0,3,15.0,0.49999999999999994,-0.8660254037844387,,,5.0
3320,1,32.0,0,0.0,9,455.0,0.0,0.022222222,18.65333333,0.0,2,2,8,2,2,1,1,10,487.0,0.49999999999999994,-0.8660254037844387,32.0,,50.55555555555556
3321,5,90.875,1,15.0,58,2153.71859,0.007526882,0.012156298,3.97647235,0.0,3,2,1,2,2,1,0,64,2259.59359,0.49999999999999994,-0.8660254037844387,18.175,15.0,37.133079137931034
3322,0,0.0,0,0.0,8,166.25,0.0,0.0125,0.0,0.0,2,10,1,4,2,1,0,8,166.25,0.49999999999999994,-0.8660254037844387,,,20.78125
3323,1,10.0,0,0.0,11,578.0,0.0,0.011688312,0.0,0.0,1,2,1,1,2,0,0,12,588.0,0.49999999999999994,-0.8660254037844387,10.0,,52.54545454545455
3324,3,110.5,0,0.0,10,284.0,0.0,0.008333333,0.0,1.0,1,8,1,11,0,1,0,13,394.5,0.49999999999999994,-0.8660254037844387,36.833333333333336,,28.4
3325,0,0.0,0,0.0,2,130.0,0.0,0.05,0.0,0.0,4,1,1,3,2,0,0,2,130.0,0.49999999999999994,-0.8660254037844387,,,65.0
3326,4,14.0,0,0.0,28,341.35,0.007142857,0.028571429,0.0,0.0,4,1,2,4,2,0,0,32,355.35,0.49999999999999994,-0.8660254037844387,3.5,,12.19107142857143
3327,0,0.0,0,0.0,4,40.5,0.0,0.05,0.0,0.0,4,1,1,3,2,0,0,4,40.5,0.49999999999999994,-0.8660254037844387,,,10.125
3328,8,144.5,4,181.7222222,52,2826.790048,0.007258065,0.030060764,0.0,0.0,3,2,3,13,2,1,0,64,3153.0122702,0.49999999999999994,-0.8660254037844387,18.0625,45.43055555,54.361347076923074
3329,6,211.0,1,58.0,41,2078.666667,0.008333333,0.028125,0.0,0.0,2,2,8,6,2,0,0,48,2347.666667,0.49999999999999994,-0.8660254037844387,35.166666666666664,58.0,50.699187
3330,0,0.0,0,0.0,2,0.0,0.2,0.2,0.0,0.6,2,2,1,3,2,0,0,2,0.0,0.49999999999999994,-0.8660254037844387,,,0.0
3331,0,0.0,0,0.0,1,0.0,0.2,0.2,0.0,0.0,3,2,1,3,2,0,0,1,0.0,0.49999999999999994,-0.8660254037844387,,,0.0
3332,1,47.0,0,0.0,19,881.1666667,0.0,0.005882353,0.0,0.0,2,2,6,4,0,0,0,20,928.1666667,0.49999999999999994,-0.8660254037844387,47.0,,46.377192984210524
3333,0,0.0,0,0.0,30,950.8333333,0.006666667,0.02,0.0,0.0,2,5,8,4,2,0,0,30,950.8333333,0.49999999999999994,-0.8660254037844387,,,31.694444443333335
3334,2,98.0,0,0.0,44,2279.222222,0.001111111,0.012301587,7.0182,0.0,3,2,7,4,2,0,0,46,2377.222222,0.49999999999999994,-0.8660254037844387,49.0,,51.80050504545454
3335,0,0.0,0,0.0,16,729.0,0.0125,0.040625,0.0,0.0,2,4,1,3,2,0,0,16,729.0,0.49999999999999994,-0.8660254037844387,,,45.5625
3336,10,207.8666667,0,0.0,8,217.8666667,0.0,0.004166667,0.0,0.6,2,5,1,5,0,0,0,18,425.7333334,0.49999999999999994,-0.8660254037844387,20.78666667,,27.2333333375
3337,0,0.0,0,0.0,12,354.0,0.0,0.018181818,0.0,0.0,2,7,1,2,0,1,0,12,354.0,0.49999999999999994,-0.8660254037844387,,,29.5
3338,8,656.0,1,9.0,39,1390.866667,0.0,0.009302326,63.39474419,0.0,2,5,3,2,0,0,1,48,2055.8666670000002,0.49999999999999994,-0.8660254037844387,82.0,9.0,35.66324787179487
3339,0,0.0,0,0.0,4,104.0,0.0,0.05,0.0,0.0,2,10,2,2,2,0,0,4,104.0,0.49999999999999994,-0.8660254037844387,,,26.0
3340,1,6.0,1,7.0,25,591.8928571,0.0,0.020833333,86.10868901679969,0.0,1,1,8,4,2,1,1,27,604.8928571,0.49999999999999994,-0.8660254037844387,6.0,7.0,23.675714284
3341,4,319.0,1,21.5,33,1829.183333,0.0,0.017619048,16.07106667,0.6,2,4,7,2,2,0,1,38,2169.683333,0.49999999999999994,-0.8660254037844387,79.75,21.5,55.42979796969697
3342,2,108.0,0,0.0,8,316.5,0.033333333,0.040740741,0.0,0.0,3,2,3,11,2,1,0,10,424.5,0.49999999999999994,-0.8660254037844387,54.0,,39.5625
3343,0,0.0,0,0.0,25,903.7,0.036,0.059393939,0.0,0.0,2,2,3,4,2,0,0,25,903.7,0.49999999999999994,-0.8660254037844387,,,36.148
3344,0,0.0,0,0.0,5,517.5,0.025,0.1,0.0,0.0,1,1,2,4,2,0,0,5,517.5,0.49999999999999994,-0.8660254037844387,,,103.5
3345,0,0.0,3,341.3333333,59,2946.6,0.003278689,0.007962529,9.380377049,0.0,1,1,6,2,2,1,1,62,3287.9333333,0.49999999999999994,-0.8660254037844387,,113.77777776666666,49.94237288135593
3346,0,0.0,0,0.0,29,740.5,0.0,0.009315376,0.0,0.0,1,1,2,4,2,0,0,29,740.5,0.49999999999999994,-0.8660254037844387,,,25.53448275862069
3347,0,0.0,1,0.0,34,4566.238095,0.02047619,0.059220779,0.0,0.8,3,2,1,3,2,0,0,35,4566.238095,0.49999999999999994,-0.8660254037844387,,0.0,134.30112044117647
3348,8,105.5644231,5,249.0,128,3158.561476,0.005474453,0.005815392,5.472974626,0.0,1,1,6,13,2,0,0,141,3513.1258991,0.49999999999999994,-0.8660254037844387,13.1955528875,49.8,24.67626153125
3349,0,0.0,0,0.0,2,55.0,0.0,0.05,0.0,0.4,3,2,1,13,2,0,0,2,55.0,0.49999999999999994,-0.8660254037844387,,,27.5
3350,5,20.0,0,0.0,56,441.2166667,0.008474576,0.019322034,0.0,0.2,2,2,2,3,2,0,0,61,461.2166667,0.49999999999999994,-0.8660254037844387,4.0,,7.878869048214286
3351,0,0.0,0,0.0,3,242.0,0.066666667,0.133333333,0.0,0.0,3,2,4,3,2,0,0,3,242.0,0.49999999999999994,-0.8660254037844387,,,80.66666666666667
3352,0,0.0,0,0.0,5,1439.5,0.0,0.08,0.0,0.0,2,2,4,2,2,0,0,5,1439.5,0.49999999999999994,-0.8660254037844387,,,287.9
3353,0,0.0,0,0.0,12,312.6666667,0.0,0.033333333,0.0,0.0,1,1,1,4,2,0,0,12,312.6666667,0.49999999999999994,-0.8660254037844387,,,26.055555558333335
3354,0,0.0,0,0.0,8,56.33333333,0.0,0.0125,0.0,1.0,2,2,1,4,2,1,0,8,56.33333333,0.49999999999999994,-0.8660254037844387,,,7.04166666625
3355,2,50.5,0,0.0,14,689.3833333,0.0,0.013333333,86.10868901679969,0.0,2,2,3,2,2,0,1,16,739.8833333,0.49999999999999994,-0.8660254037844387,25.25,,49.24166666428572
3356,0,0.0,0,0.0,15,614.3333333,0.007692308,0.025641026,0.0,0.0,1,1,1,15,2,0,0,15,614.3333333,0.49999999999999994,-0.8660254037844387,,,40.95555555333333
3357,3,30.5,0,0.0,23,422.730303,0.008333333,0.0125,0.0,0.0,2,2,1,4,2,0,0,26,453.230303,0.49999999999999994,-0.8660254037844387,10.166666666666666,,18.379578391304346
3358,0,0.0,0,0.0,24,485.2839744,0.004938272,0.039283154,0.0,1.0,2,2,2,4,2,1,0,24,485.2839744,0.49999999999999994,-0.8660254037844387,,,20.220165599999998
3359,10,341.4285714,0,0.0,78,2588.077268,0.008333333,0.012068881,2.554071429,0.0,3,2,2,6,2,1,0,88,2929.5058394,0.49999999999999994,-0.8660254037844387,34.142857140000004,,33.1804777948718
3360,3,105.0,0,0.0,34,603.7071429,0.0,0.003714286,14.75710476,0.0,1,1,1,3,2,0,1,37,708.7071429,0.49999999999999994,-0.8660254037844387,35.0,,17.756092438235296
3361,0,0.0,0,0.0,2,0.0,0.2,0.2,0.0,0.2,2,2,2,13,2,0,0,2,0.0,0.49999999999999994,-0.8660254037844387,,,0.0
3362,0,0.0,0,0.0,6,600.0,0.0,0.033333333,0.0,0.0,1,1,4,3,2,0,0,6,600.0,0.49999999999999994,-0.8660254037844387,,,100.0
3363,0,0.0,0,0.0,8,82.83333333,0.0,0.00625,0.0,0.0,1,1,1,4,2,1,0,8,82.83333333,0.49999999999999994,-0.8660254037844387,,,10.35416666625
3364,5,99.16666667,1,27.0,33,483.2666667,0.002777778,0.009126984,0.0,0.6,8,5,1,2,2,0,0,39,609.43333337,0.49999999999999994,-0.8660254037844387,19.833333334,27.0,14.644444445454544
3365,5,436.0,0,0.0,7,26.0,0.066666667,0.075,0.0,0.0,3,2,2,13,2,0,0,12,462.0,0.49999999999999994,-0.8660254037844387,87.2,,3.7142857142857144
3366,0,0.0,0,0.0,12,272.6666667,0.0,0.009090909,0.0,0.0,3,2,1,4,0,0,0,12,272.6666667,0.49999999999999994,-0.8660254037844387,,,22.722222225
3367,0,0.0,0,0.0,1,0.0,0.2,0.2,0.0,0.0,2,2,2,1,2,0,0,1,0.0,0.49999999999999994,-0.8660254037844387,,,0.0
3368,1,43.0,1,0.0,3,65.0,0.0,0.04,0.0,0.6,2,2,1,4,2,0,0,5,108.0,0.49999999999999994,-0.8660254037844387,43.0,0.0,21.666666666666668
3369,8,102.6666667,0,0.0,49,4051.375,0.007272727,0.022949495,0.0,0.0,2,4,7,4,2,0,0,57,4154.0416667,0.49999999999999994,-0.8660254037844387,12.8333333375,,82.6811224489796
3370,7,195.875,2,0.0,68,1725.870671,0.0032,0.018348148,16.16701333,0.0,2,2,6,2,2,1,0,77,1921.745671,0.49999999999999994,-0.8660254037844387,27.982142857142858,0.0,25.380451044117645
3371,0,0.0,0,0.0,27,359.0,0.0,0.020512821,0.0,0.0,1,1,7,2,2,1,0,27,359.0,0.49999999999999994,-0.8660254037844387,,,13.296296296296296
3372,4,204.5,0,0.0,12,159.0,0.0,0.026666667,0.0,0.0,1,1,4,2,0,1,0,16,363.5,0.49999999999999994,-0.8660254037844387,51.125,,13.25
3373,0,0.0,0,0.0,24,676.1666667,0.0,0.008333333,2.705833333,0.0,2,2,6,4,2,1,1,24,676.1666667,0.49999999999999994,-0.8660254037844387,,,28.173611112499998
3374,3,94.0,0,0.0,19,707.2666667,0.0,0.035714286,0.0,0.0,2,2,4,2,2,0,0,22,801.2666667,0.49999999999999994,-0.8660254037844387,31.333333333333332,,37.22456140526316
3375,1,255.0,0,0.0,35,1178.0,0.035294118,0.064705882,0.0,1.0,3,2,3,4,2,1,0,36,1433.0,0.49999999999999994,-0.8660254037844387,255.0,,33.65714285714286
3376,0,0.0,0,0.0,6,56.0,0.0,0.033333333,0.0,0.8,2,2,1,13,2,0,0,6,56.0,0.49999999999999994,-0.8660254037844387,,,9.333333333333334
3377,1,5.0,1,292.0,35,1916.9,0.0,0.015555556,11.19189333,0.2,2,10,6,3,2,0,1,37,2213.9,0.49999999999999994,-0.8660254037844387,5.0,292.0,54.768571428571434
3378,0,0.0,1,12.0,57,2773.166667,0.015517241,0.050862069,8.325206897,0.0,2,2,4,6,2,0,0,58,2785.166667,0.49999999999999994,-0.8660254037844387,,12.0,48.65204678947369
3379,0,0.0,0,0.0,18,297.3,0.0,0.011764706,0.0,0.0,1,2,1,4,2,0,0,18,297.3,0.49999999999999994,-0.8660254037844387,,,16.516666666666666
3380,1,4.0,0,0.0,18,631.6666667,0.0,0.027777778,56.32466667,0.0,2,2,1,3,2,0,1,19,635.6666667,0.49999999999999994,-0.8660254037844387,4.0,,35.09259259444444
3381,0,0.0,0,0.0,14,1340.75,0.0,0.015384615,57.58892308,0.6,4,1,3,4,0,0,1,14,1340.75,0.49999999999999994,-0.8660254037844387,,,95.76785714285714
3382,0,0.0,0,0.0,23,282.5,0.043478261,0.073913043,0.0,0.6,2,2,1,3,2,0,0,23,282.5,0.49999999999999994,-0.8660254037844387,,,12.282608695652174
3383,0,0.0,0,0.0,7,76.0,0.0,0.071428571,0.0,0.0,2,2,7,3,2,0,0,7,76.0,0.49999999999999994,-0.8660254037844387,,,10.857142857142858
3384,2,43.0,0,0.0,17,434.0,0.0,0.010526316,0.0,0.0,2,2,6,1,2,0,0,19,477.0,0.49999999999999994,-0.8660254037844387,21.5,,25.529411764705884
3385,0,0.0,0,0.0,4,464.6666667,0.0,0.025,0.0,0.6,3,2,1,1,2,0,0,4,464.6666667,0.49999999999999994,-0.8660254037844387,,,116.166666675
3386,0,0.0,0,0.0,5,240.5,0.08,0.07,0.0,0.0,1,1,1,3,2,0,0,5,240.5,0.49999999999999994,-0.8660254037844387,,,48.1
3387,0,0.0,0,0.0,24,530.0,0.0,0.01,0.0,0.0,2,6,3,4,2,1,0,24,530.0,0.49999999999999994,-0.8660254037844387,,,22.083333333333332
3388,5,113.5,0,0.0,24,495.2738095,0.016666667,0.037777778,0.0,0.0,3,2,8,6,2,0,0,29,608.7738095,0.49999999999999994,-0.8660254037844387,22.7,,20.636408729166668
3389,0,0.0,0,0.0,62,2232.45,0.008196721,0.039726776,0.0,0.4,2,2,6,4,2,0,0,62,2232.45,0.49999999999999994,-0.8660254037844387,,,36.00725806451613
3390,1,3.0,0,0.0,5,151.0,0.0,0.016666667,0.0,0.0,1,1,1,2,2,0,0,6,154.0,0.49999999999999994,-0.8660254037844387,3.0,,30.2
3391,0,0.0,0,0.0,2,49.0,0.0,0.033333333,0.0,0.0,3,2,3,3,2,0,0,2,49.0,0.49999999999999994,-0.8660254037844387,,,24.5
3392,6,220.0,2,327.0,50,1845.166667,0.011111111,0.022376543,10.09862222,0.0,2,2,3,1,2,0,0,58,2392.166667,0.49999999999999994,-0.8660254037844387,36.666666666666664,163.5,36.903333339999996
3393,0,0.0,1,19.0,27,1523.05,0.0,0.001851852,22.12888889,0.0,1,1,1,4,2,0,1,28,1542.05,0.49999999999999994,-0.8660254037844387,,19.0,56.40925925925926
3394,0,0.0,0,0.0,5,70.0,0.04,0.08,0.0,0.4,2,5,6,3,2,0,0,5,70.0,0.49999999999999994,-0.8660254037844387,,,14.0
3395,2,37.33333333,0,0.0,31,1552.883333,0.0,0.008333333,0.0,0.0,2,2,3,2,2,0,0,33,1590.21666633,0.49999999999999994,-0.8660254037844387,18.666666665,,50.09301074193549
3396,1,29.0,0,0.0,25,381.3571429,0.0,0.004166667,0.0,0.8,2,2,1,2,0,0,0,26,410.3571429,0.49999999999999994,-0.8660254037844387,29.0,,15.254285716
3397,2,59.5,1,20.0,96,5604.977381,0.004888889,0.016624762,5.344898889,0.0,2,7,1,6,2,0,1,99,5684.477381,0.49999999999999994,-0.8660254037844387,29.75,20.0,58.38518105208333
3398,11,336.5,0,0.0,40,1239.949603,0.025,0.026035354,6.1287875,0.0,2,2,5,3,2,1,1,51,1576.449603,0.49999999999999994,-0.8660254037844387,30.59090909090909,,30.998740075
3399,1,63.0,0,0.0,9,265.25,0.0,0.004,0.0,0.0,1,1,4,2,2,1,0,10,328.25,0.49999999999999994,-0.8660254037844387,63.0,,29.47222222222222
3400,0,0.0,0,0.0,24,657.6666667,0.013636364,0.034090909,0.0,0.8,2,4,1,3,2,0,0,24,657.6666667,0.49999999999999994,-0.8660254037844387,,,27.402777779166666
3401,2,7.0,0,0.0,3,11.0,0.0,0.033333333,0.0,0.0,4,5,1,4,2,0,0,5,18.0,0.49999999999999994,-0.8660254037844387,3.5,,3.6666666666666665
3402,0,0.0,0,0.0,25,1157.452381,0.012,0.027111111,15.3956,0.0,1,1,3,2,2,0,0,25,1157.452381,0.49999999999999994,-0.8660254037844387,,,46.29809524
3403,0,0.0,0,0.0,17,1673.653846,0.039215686,0.05122549,0.0,0.0,3,2,3,4,2,0,0,17,1673.653846,0.49999999999999994,-0.8660254037844387,,,98.45022623529411
3404,0,0.0,0,0.0,16,355.5,0.0,0.014285714,11.13171429,0.0,3,2,1,3,0,0,1,16,355.5,0.49999999999999994,-0.8660254037844387,,,22.21875
3405,1,0.0,0,0.0,90,5621.599206,0.0,0.013068182,2.099045455,0.0,2,2,7,2,2,0,0,91,5621.599206,0.49999999999999994,-0.8660254037844387,0.0,,62.462213399999996
3406,0,0.0,0,0.0,11,123.0,0.0,0.036363636,0.0,0.0,2,2,4,13,2,0,0,11,123.0,0.49999999999999994,-0.8660254037844387,,,11.181818181818182
3407,14,168.429198,2,10.0,98,2806.829918,0.01314475,0.039029125,0.546128304,0.0,2,2,3,2,2,1,0,115,2985.2591159999997,0.49999999999999994,-0.8660254037844387,12.030657000000001,5.0,28.6411216122449
3408,2,5.0,0,0.0,3,32.0,0.0,0.066666667,0.0,1.0,2,2,2,5,2,1,0,5,37.0,0.49999999999999994,-0.8660254037844387,2.5,,10.666666666666666
3409,3,11.66666667,0,0.0,39,557.2452381,0.028947368,0.052076023,0.0,0.6,3,2,3,13,2,0,0,42,568.9119047700001,0.49999999999999994,-0.8660254037844387,3.88888889,,14.28833943846154
3410,7,53.25,0,0.0,42,650.0333333,0.004347826,0.006521739,0.0,0.0,2,2,2,4,2,0,0,49,703.2833333,0.49999999999999994,-0.8660254037844387,7.607142857142857,,15.476984126190477
3411,4,132.0,1,23.0,24,1614.22619,0.0,0.014285714,0.0,0.0,2,2,1,4,2,0,0,29,1769.22619,0.49999999999999994,-0.8660254037844387,33.0,23.0,67.25942458333334
3412,7,44.16666667,0,0.0,108,2973.125,0.005309735,0.020993117,0.201663717,1.0,2,2,3,4,2,1,0,115,3017.29166667,0.49999999999999994,-0.8660254037844387,6.30952381,,27.528935185185187
3413,7,41.375,0,0.0,67,3014.290476,0.001917808,0.00781583,4.18760274,0.8,3,2,3,3,2,0,0,74,3055.665476,0.49999999999999994,-0.8660254037844387,5.910714285714286,,44.989410089552244
3414,1,24.0,0,0.0,54,801.5095238,0.00754717,0.013274933,0.0,0.2,1,1,1,3,2,0,0,55,825.5095238,0.49999999999999994,-0.8660254037844387,24.0,,14.84276895925926
3415,0,0.0,0,0.0,3,27.0,0.1,0.166666667,0.0,0.8,1,1,1,1,2,0,0,3,27.0,0.49999999999999994,-0.8660254037844387,,,9.0
3416,0,0.0,0,0.0,8,70.5,0.075,0.08,0.0,0.6,1,1,1,3,2,0,0,8,70.5,0.49999999999999994,-0.8660254037844387,,,8.8125
3417,0,0.0,0,0.0,23,363.5,0.0,0.013043478,0.0,0.8,2,2,2,1,2,0,0,23,363.5,0.49999999999999994,-0.8660254037844387,,,15.804347826086957
3418,0,0.0,0,0.0,15,436.0,0.013333333,0.086666667,0.0,0.8,2,2,1,3,2,0,0,15,436.0,0.49999999999999994,-0.8660254037844387,,,29.066666666666666
3419,0,0.0,0,0.0,31,1087.0,0.0,0.006666667,0.0,0.0,4,2,2,2,2,0,0,31,1087.0,0.49999999999999994,-0.8660254037844387,,,35.064516129032256
3420,6,65.0,2,243.0,19,681.6190476,0.0,0.011794872,28.29538462,1.0,2,2,1,2,2,1,1,27,989.6190476,0.49999999999999994,-0.8660254037844387,10.833333333333334,121.5,35.87468671578947
3421,0,0.0,0,0.0,119,1243.180556,0.0,0.007668207,1.809360775,0.0,2,2,1,2,2,0,0,119,1243.180556,0.49999999999999994,-0.8660254037844387,,,10.446895428571429
3422,8,567.3571429,1,122.0,41,2504.699567,0.0,0.013075397,6.211094697,0.0,2,2,1,2,2,0,0,50,3194.0567099,0.49999999999999994,-0.8660254037844387,70.9196428625,122.0,61.09023334146342
